user_index,user_total_rows,utility_popularity,coherence,history_length_mean,v1_ndcg10,core_ndcg10,delta_ndcg10,v1_hit10,core_hit10,delta_hit10,v1_rank,core_rank,delta_rank,utility_bucket
714,4,0.836249977350235,0.873662605881691,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.0,780.25,-309.75,Q3
715,4,0.4899999797344208,0.8711653500795364,10.0,0.0,0.0,0.0,0.0,0.0,0.0,486.5,187.25,-299.25,Q1
716,4,0.7099999859929085,0.882687970995903,10.0,0.10766914486885071,0.20386622101068497,-0.09619707614183426,0.25,0.5,-0.25,595.5,276.75,-318.75,Q2
717,4,0.6424999870359898,0.8816455900669098,10.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,23.25,-187.75,Q1
718,4,0.5724999904632568,0.8835036605596542,10.0,0.0,0.0,0.0,0.0,0.0,0.0,511.75,559.75,48.0,Q1
719,4,0.8549999892711639,0.8779811561107635,10.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,299.0,-112.0,Q3
720,4,0.9312499910593033,0.8891472220420837,10.0,0.0,0.125,-0.125,0.0,0.25,-0.25,45.25,15.75,-29.5,Q4
721,4,0.9074999839067459,0.8793125748634338,10.0,0.0,0.09671320766210556,-0.09671320766210556,0.0,0.25,-0.25,277.0,79.5,-197.5,Q4
722,4,0.8199999779462814,0.8923445791006088,10.0,0.15773244202136993,0.25,-0.09226755797863007,0.25,0.25,0.0,299.5,344.75,45.25,Q3
723,4,0.7774999812245369,0.87797711789608,10.0,0.0,0.125,-0.125,0.0,0.25,-0.25,698.5,1022.25,323.75,Q3
724,4,0.3999999910593033,0.8691533356904984,10.0,0.0,0.25,-0.25,0.0,0.25,-0.25,1028.0,390.0,-638.0,Q1
725,4,0.45374997705221176,0.8733399510383606,10.0,0.10766914486885071,0.26540158689022064,-0.15773244202136993,0.25,0.5,-0.25,752.75,139.5,-613.25,Q1
726,4,0.5549999922513962,0.875634104013443,10.0,0.125,0.17993535101413727,-0.05493535101413727,0.25,0.5,-0.25,983.5,599.5,-384.0,Q1
727,4,0.8899999707937241,0.8804817497730255,10.0,0.07226620614528656,0.0,0.07226620614528656,0.25,0.0,0.25,501.75,706.5,204.75,Q4
728,4,0.724999975413084,0.8860936760902405,10.0,0.09671320766210556,0.0,0.09671320766210556,0.25,0.0,0.25,627.75,574.25,-53.5,Q2
729,4,0.18375000031664968,0.861179381608963,10.0,0.0,0.07226620614528656,-0.07226620614528656,0.0,0.25,-0.25,490.5,695.75,205.25,Q1
730,4,0.9137499630451202,0.9043470621109009,10.0,0.0,0.0,0.0,0.0,0.0,0.0,186.25,1269.75,1083.5,Q4
731,4,0.721249982714653,0.8792507946491241,10.0,0.28273244202136993,0.5327324420213699,-0.25,0.5,0.75,-0.25,14.25,7.0,-7.25,Q2
732,4,0.48874998092651367,0.8828797787427902,10.0,0.0,0.28273244202136993,-0.28273244202136993,0.0,0.5,-0.5,717.25,110.0,-607.25,Q1
733,4,0.9437499642372131,0.9075057804584503,10.0,0.09671320766210556,0.21405179798603058,-0.11733859032392502,0.25,0.5,-0.25,78.5,103.75,25.25,Q4
734,4,0.8749999850988388,0.8948220014572144,10.0,0.0,0.0,0.0,0.0,0.0,0.0,77.25,118.25,41.0,Q4
735,4,0.8749999850988388,0.8810236901044846,10.0,0.0,0.0,0.0,0.0,0.0,0.0,521.25,1384.75,863.5,Q4
736,4,0.7199999764561653,0.8796260356903076,10.0,0.0,0.26337987929582596,-0.26337987929582596,0.0,0.75,-0.75,136.5,280.5,144.0,Q2
737,4,0.8724999874830246,0.8919413834810257,10.0,0.22171320766210556,0.24106577783823013,-0.019352570176124573,0.5,0.5,0.0,67.0,75.75,8.75,Q4
738,4,0.7999999895691872,0.8860329240560532,10.0,0.0,0.0,0.0,0.0,0.0,0.0,920.25,873.25,-47.0,Q3
739,4,0.8399999737739563,0.8776763826608658,10.0,0.07525750249624252,0.15773244202136993,-0.08247493952512741,0.25,0.25,0.0,44.75,59.0,14.25,Q3
740,4,0.9687499850988388,0.8869984447956085,10.0,0.2503698021173477,0.1643093004822731,0.08606050163507462,0.75,0.5,0.25,162.5,701.0,538.5,Q4
741,4,0.6749999821186066,0.8977817445993423,10.0,0.0,0.0833333358168602,-0.0833333358168602,0.0,0.25,-0.25,177.25,23.75,-153.5,Q2
742,4,0.9549999684095383,0.8934575021266937,10.0,0.09671320766210556,0.15051500499248505,-0.053801797330379486,0.25,0.5,-0.25,26.75,29.5,2.75,Q4
743,4,0.885000005364418,0.8951447904109955,10.0,0.15773244202136993,0.2326691448688507,-0.07493670284748077,0.25,0.5,-0.25,79.75,470.0,390.25,Q4
744,4,0.6199999786913395,0.891904428601265,10.0,0.09671320766210556,0.09671320766210556,0.0,0.25,0.25,0.0,775.0,322.5,-452.5,Q1
745,4,0.3824999984353781,0.8556924760341644,10.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,565.0,-23.0,Q1
746,4,0.7699999809265137,0.8986985683441162,10.0,0.15773244202136993,0.10766914486885071,0.050063297152519226,0.25,0.25,0.0,114.25,24.25,-90.0,Q2
747,4,0.5874999836087227,0.8735221773386002,10.0,0.0,0.0,0.0,0.0,0.0,0.0,655.75,288.5,-367.25,Q1
748,4,0.20874999836087227,0.8720990419387817,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.0,387.25,-654.75,Q1
749,4,0.5074999965727329,0.8749694675207138,10.0,0.0,0.0,0.0,0.0,0.0,0.0,703.75,404.5,-299.25,Q1
750,4,0.6574999988079071,0.8851581364870071,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.25,209.0,-997.25,Q2
751,4,0.7874999642372131,0.8804789632558823,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1215.25,1192.0,-23.25,Q3
752,4,0.5699999891221523,0.8712057322263718,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1551.25,1516.5,-34.75,Q1
753,4,0.9249999821186066,0.8992663770914078,10.0,0.0,0.17810359597206116,-0.17810359597206116,0.0,0.5,-0.5,99.0,14.0,-85.0,Q4
754,4,0.773749977350235,0.8886205852031708,10.0,0.07226620614528656,0.0,0.07226620614528656,0.25,0.0,0.25,265.5,81.0,-184.5,Q2
755,4,0.6324999816715717,0.8786957263946533,10.0,0.0,0.34065908938646317,-0.34065908938646317,0.0,0.75,-0.75,707.0,178.0,-529.0,Q1
756,4,0.4012499861419201,0.8841263055801392,10.0,0.0,0.15773244202136993,-0.15773244202136993,0.0,0.25,-0.25,1515.5,816.75,-698.75,Q1
757,4,0.8699999749660492,0.891575887799263,10.0,0.15773244202136993,0.18653536587953568,-0.02880292385816574,0.25,0.5,-0.25,103.5,73.75,-29.75,Q3
758,4,0.887499988079071,0.8922775834798813,10.0,0.0,0.07525750249624252,-0.07525750249624252,0.0,0.25,-0.25,297.0,765.75,468.75,Q4
759,4,0.9224999696016312,0.8984793722629547,10.0,0.0,0.0,0.0,0.0,0.0,0.0,137.5,309.0,171.5,Q4
760,4,0.8387499898672104,0.8825784772634506,10.0,0.10766914486885071,0.2365986630320549,-0.1289295181632042,0.25,0.5,-0.25,131.5,64.0,-67.5,Q3
761,4,0.7174999788403511,0.8893139064311981,10.0,0.15773244202136993,0.23298994451761246,-0.07525750249624252,0.25,0.5,-0.25,302.75,204.5,-98.25,Q2
762,4,0.9499999731779099,0.8865876644849777,10.0,0.07886622101068497,0.0,0.07886622101068497,0.25,0.0,0.25,76.5,52.5,-24.0,Q4
763,4,0.6174999764189124,0.8746291846036911,10.0,0.0,0.07886622101068497,-0.07886622101068497,0.0,0.25,-0.25,380.0,95.5,-284.5,Q1
764,4,0.6524999737739563,0.8762921541929245,10.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,77.25,-106.75,Q2
765,4,0.7624999731779099,0.887653186917305,10.0,0.15773244202136993,0.26540158689022064,-0.10766914486885071,0.25,0.5,-0.25,120.25,86.5,-33.75,Q2
766,4,0.8087499886751175,0.8766035735607147,10.0,0.10766914486885071,0.19726620614528656,-0.08959706127643585,0.25,0.5,-0.25,66.0,26.25,-39.75,Q3
767,4,0.9099999666213989,0.8836750686168671,10.0,0.0,0.0,0.0,0.0,0.0,0.0,474.5,865.5,391.0,Q4
768,4,0.6524999774992466,0.8928161114454269,10.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,76.25,-175.75,Q2
769,4,0.7349999845027924,0.8861587047576904,10.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,302.0,-40.0,Q2
770,4,0.6087499838322401,0.8892354369163513,10.0,0.10766914486885071,0.125,-0.017330855131149292,0.25,0.25,0.0,718.25,359.0,-359.25,Q1
771,4,0.7024999931454659,0.8812662661075592,10.0,0.0,0.125,-0.125,0.0,0.25,-0.25,1376.75,729.25,-647.5,Q2
772,4,0.6937499814666808,0.8909222185611725,10.0,0.0,0.0,0.0,0.0,0.0,0.0,387.75,239.0,-148.75,Q2
773,4,0.1862499937415123,0.8693317770957947,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.25,428.0,-588.25,Q1
774,4,0.836249977350235,0.8886650502681732,10.0,0.09671320766210556,0.10766914486885071,-0.010955937206745148,0.25,0.25,0.0,49.25,45.5,-3.75,Q3
775,4,0.9499999731779099,0.8829169273376465,10.0,0.0833333358168602,0.20025750249624252,-0.11692416667938232,0.25,0.5,-0.25,525.25,959.25,434.0,Q4
776,4,0.6024999991059303,0.8890147656202316,10.0,0.0,0.0833333358168602,-0.0833333358168602,0.0,0.25,-0.25,229.5,41.5,-188.0,Q1
777,4,0.7724999785423279,0.8933329880237579,10.0,0.0,0.0,0.0,0.0,0.0,0.0,283.5,438.5,155.0,Q2
778,4,0.3974999897181988,0.8695764392614365,10.0,0.0,0.0,0.0,0.0,0.0,0.0,599.25,1069.5,470.25,Q1
779,4,0.6924999803304672,0.8853877484798431,10.0,0.0,0.22171320766210556,-0.22171320766210556,0.0,0.5,-0.5,34.75,19.75,-15.0,Q2
780,4,0.8624999672174454,0.8847789764404297,10.0,0.0,0.0,0.0,0.0,0.0,0.0,51.75,80.0,28.25,Q3
781,4,0.7374999821186066,0.8844703733921051,10.0,0.0,0.07886622101068497,-0.07886622101068497,0.0,0.25,-0.25,70.0,71.5,1.5,Q2
782,4,0.6124999783933163,0.8636655956506729,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1265.5,1946.25,680.75,Q1
783,4,0.6349999755620956,0.8723350465297699,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1156.25,841.75,-314.5,Q1
784,4,0.8624999821186066,0.8867153823375702,10.0,0.07525750249624252,0.08905179798603058,-0.013794295489788055,0.25,0.25,0.0,613.5,710.0,96.5,Q3
785,4,0.5512499855831265,0.8745429366827011,10.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,401.75,-114.25,Q1
786,4,0.6949999928474426,0.8822281062602997,10.0,0.0,0.125,-0.125,0.0,0.25,-0.25,456.5,133.25,-323.25,Q2
787,4,0.706249974668026,0.8848845958709717,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.25,240.75,-808.5,Q2
788,4,0.5312499776482582,0.8744581490755081,10.0,0.0,0.15773244202136993,-0.15773244202136993,0.0,0.25,-0.25,1144.0,975.0,-169.0,Q1
789,4,0.747499980032444,0.8823658376932144,10.0,0.07525750249624252,0.08905179798603058,-0.013794295489788055,0.25,0.25,0.0,385.25,697.75,312.5,Q2
790,4,0.867499977350235,0.8912960141897202,10.0,0.07525750249624252,0.15773244202136993,-0.08247493952512741,0.25,0.25,0.0,54.5,196.75,142.25,Q3
791,4,0.9199999868869781,0.9075546413660049,10.0,0.07226620614528656,0.10766914486885071,-0.03540293872356415,0.25,0.25,0.0,612.25,144.5,-467.75,Q4
792,4,0.5487499758601189,0.8936608582735062,10.0,0.0,0.07226620614528656,-0.07226620614528656,0.0,0.25,-0.25,323.0,174.0,-149.0,Q1
793,4,0.7974999845027924,0.8773869723081589,10.0,0.2083333358168602,0.8467132076621056,-0.6383798718452454,0.5,1.0,-0.5,185.25,2.0,-183.25,Q3
794,4,0.8374999612569809,0.8858500868082047,10.0,0.15773244202136993,0.2467842400074005,-0.08905179798603058,0.25,0.5,-0.25,85.0,202.0,117.0,Q3
795,4,0.7449999749660492,0.8681499361991882,10.0,0.0,0.0,0.0,0.0,0.0,0.0,219.25,411.75,192.5,Q2
796,4,0.867499977350235,0.8936349749565125,10.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,261.5,-48.5,Q3
797,4,0.7774999961256981,0.8858389258384705,10.0,0.0,0.125,-0.125,0.0,0.25,-0.25,153.5,36.0,-117.5,Q3
798,4,0.6412499845027924,0.8758420199155807,10.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,62.0,-505.0,Q1
799,4,0.9212499707937241,0.8915749341249466,10.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,49.5,-43.5,Q4
800,4,0.9099999666213989,0.9072294980287552,10.0,0.15773244202136993,0.0,0.15773244202136993,0.25,0.0,0.25,64.75,21.25,-43.5,Q4
801,4,0.7999999821186066,0.8912183791399002,10.0,0.0,0.0,0.0,0.0,0.0,0.0,741.5,141.75,-599.75,Q3
802,4,0.7274999916553497,0.8746161311864853,10.0,0.0,0.08905179798603058,-0.08905179798603058,0.0,0.25,-0.25,443.0,883.75,440.75,Q2
803,4,0.8187499865889549,0.8899060487747192,10.0,0.0,0.26540158689022064,-0.26540158689022064,0.0,0.5,-0.5,36.25,22.5,-13.75,Q3
804,4,0.5449999892152846,0.8757203817367554,10.0,0.125,0.25,-0.125,0.25,0.25,0.0,760.5,623.0,-137.5,Q1
805,4,0.7637499570846558,0.8799940198659897,10.0,0.0,0.1541237235069275,-0.1541237235069275,0.0,0.5,-0.5,257.75,172.25,-85.5,Q2
806,4,0.6499999985098839,0.8912292122840881,10.0,0.0,0.0,0.0,0.0,0.0,0.0,484.75,263.25,-221.5,Q2
807,4,0.4887499902397394,0.8732925653457642,10.0,0.0,0.08905179798603058,-0.08905179798603058,0.0,0.25,-0.25,308.25,80.0,-228.25,Q1
808,4,0.7674999833106995,0.8934154659509659,10.0,0.0,0.0,0.0,0.0,0.0,0.0,498.25,160.0,-338.25,Q2
809,4,0.8374999761581421,0.8747312128543854,10.0,0.08905179798603058,0.09671320766210556,-0.007661409676074982,0.25,0.25,0.0,261.75,279.0,17.25,Q3
810,4,0.8149999678134918,0.9043526649475098,10.0,0.07886622101068497,0.125,-0.04613377898931503,0.25,0.25,0.0,210.0,556.0,346.0,Q3
811,4,0.7849999815225601,0.8743488788604736,10.0,0.15773244202136993,0.34671320766210556,-0.18898076564073563,0.25,0.75,-0.5,77.0,6.5,-70.5,Q3
812,4,0.8137499690055847,0.8779799938201904,10.0,0.0,0.2467842400074005,-0.2467842400074005,0.0,0.5,-0.5,45.25,74.75,29.5,Q3
813,4,0.9074999839067459,0.8953623026609421,10.0,0.0,0.0,0.0,0.0,0.0,0.0,250.25,1326.5,1076.25,Q4
814,4,0.6874999701976776,0.883746787905693,10.0,0.0,0.0,0.0,0.0,0.0,0.0,426.5,294.25,-132.25,Q2
815,4,0.4824999887496233,0.8659273386001587,10.0,0.0,0.28273244202136993,-0.28273244202136993,0.0,0.5,-0.5,177.75,10.25,-167.5,Q1
816,4,0.7599999755620956,0.8732310235500336,10.0,0.0,0.15773244202136993,-0.15773244202136993,0.0,0.25,-0.25,231.0,20.25,-210.75,Q2
817,4,0.6124999839812517,0.8652456551790237,10.0,0.0,0.0,0.0,0.0,0.0,0.0,274.25,455.5,181.25,Q1
818,4,0.6874999850988388,0.8912805616855621,10.0,0.0,0.0833333358168602,-0.0833333358168602,0.0,0.25,-0.25,248.0,401.0,153.0,Q2
819,4,0.8274999856948853,0.8853975981473923,10.0,0.0,0.0,0.0,0.0,0.0,0.0,628.5,808.5,180.0,Q3
820,4,0.8574999868869781,0.8912323713302612,10.0,0.0,0.15773244202136993,-0.15773244202136993,0.0,0.25,-0.25,139.75,94.75,-45.0,Q3
821,4,0.9374999850988388,0.88263338804245,10.0,0.10766914486885071,0.28273244202136993,-0.17506329715251923,0.25,0.5,-0.25,97.0,26.25,-70.75,Q4
822,4,0.8474999815225601,0.8873584717512131,10.0,0.0,0.21533828973770142,-0.21533828973770142,0.0,0.5,-0.5,103.75,73.5,-30.25,Q3
823,4,0.5574999898672104,0.8763663470745087,10.0,0.0,0.375,-0.375,0.0,0.5,-0.5,653.5,12.75,-640.75,Q1
824,4,0.856249988079071,0.8681927174329758,10.0,0.20386622101068497,0.28273244202136993,-0.07886622101068497,0.5,0.5,0.0,37.0,15.0,-22.0,Q3
825,4,0.5524999797344208,0.8713642805814743,10.0,0.0,0.17993535101413727,-0.17993535101413727,0.0,0.5,-0.5,597.25,400.25,-197.0,Q1
826,4,0.5274999961256981,0.8734825998544693,10.0,0.15773244202136993,0.31546488404273987,-0.15773244202136993,0.25,0.5,-0.25,318.75,34.0,-284.75,Q1
827,4,0.6424999907612801,0.8901294767856598,10.0,0.0,0.25,-0.25,0.0,0.25,-0.25,100.0,44.5,-55.5,Q1
828,4,0.5762499794363976,0.8678224086761475,10.0,0.10766914486885071,0.15773244202136993,-0.050063297152519226,0.25,0.25,0.0,639.5,412.75,-226.75,Q1
829,4,0.8037499859929085,0.8863586336374283,10.0,0.0,0.3434974476695061,-0.3434974476695061,0.0,0.75,-0.75,225.25,36.5,-188.75,Q3
830,4,0.7849999964237213,0.8729075640439987,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.5,1307.5,303.0,Q3
831,4,0.8087499737739563,0.8793239295482635,10.0,0.0,0.0,0.0,0.0,0.0,0.0,283.5,468.25,184.75,Q3
832,4,0.45249998942017555,0.8862771093845367,10.0,0.0833333358168602,0.0833333358168602,0.0,0.25,0.25,0.0,179.75,139.5,-40.25,Q1
833,4,0.9924999624490738,0.9081941246986389,10.0,0.125,0.15773244202136993,-0.032732442021369934,0.25,0.25,0.0,46.0,22.75,-23.25,Q4
834,4,0.528749980032444,0.8730253279209137,10.0,0.0,0.10766914486885071,-0.10766914486885071,0.0,0.25,-0.25,259.0,497.75,238.75,Q1
835,4,0.8499999791383743,0.8916001915931702,10.0,0.0,0.15773244202136993,-0.15773244202136993,0.0,0.25,-0.25,402.25,459.25,57.0,Q3
836,4,0.7624999955296516,0.8858404904603958,10.0,0.15773244202136993,0.125,0.032732442021369934,0.25,0.25,0.0,1028.5,331.5,-697.0,Q2
837,4,0.7162499874830246,0.8796839565038681,10.0,0.0,0.08905179798603058,-0.08905179798603058,0.0,0.25,-0.25,1019.0,790.5,-228.5,Q2
838,4,0.7374999821186066,0.886833131313324,10.0,0.0,0.0,0.0,0.0,0.0,0.0,196.25,345.75,149.5,Q2
839,4,0.7524999976158142,0.8716766387224197,10.0,0.0,0.0,0.0,0.0,0.0,0.0,71.25,97.0,25.75,Q2
840,4,0.8274999782443047,0.8900147080421448,10.0,0.21405179798603058,0.2544456496834755,-0.040393851697444916,0.5,0.5,0.0,364.75,120.0,-244.75,Q3
841,4,0.5499999821186066,0.8842837065458298,10.0,0.0,0.0,0.0,0.0,0.0,0.0,780.75,601.0,-179.75,Q1
842,4,0.7024999856948853,0.8837327510118484,10.0,0.0,0.15773244202136993,-0.15773244202136993,0.0,0.25,-0.25,826.25,830.0,3.75,Q2
843,4,0.7699999809265137,0.8692329525947571,10.0,0.10766914486885071,0.125,-0.017330855131149292,0.25,0.25,0.0,663.25,892.0,228.75,Q2
844,4,0.856249988079071,0.8939965218305588,10.0,0.0,0.07525750249624252,-0.07525750249624252,0.0,0.25,-0.25,586.0,1152.25,566.25,Q3
845,4,0.7299999818205833,0.8776915967464447,10.0,0.0,0.0,0.0,0.0,0.0,0.0,108.5,98.5,-10.0,Q2
846,4,0.6924999803304672,0.8770131319761276,10.0,0.15773244202136993,0.39040158689022064,-0.2326691448688507,0.25,0.75,-0.5,241.75,307.25,65.5,Q2
847,4,0.9449999779462814,0.889021024107933,10.0,0.125,0.31546488404273987,-0.19046488404273987,0.25,0.5,-0.25,107.0,17.25,-89.75,Q4
848,4,0.38374999165534973,0.8609388768672943,10.0,0.0,0.41219955682754517,-0.41219955682754517,0.0,0.75,-0.75,330.5,11.5,-319.0,Q1
849,4,0.8174999952316284,0.8818145990371704,10.0,0.07226620614528656,0.0833333358168602,-0.011067129671573639,0.25,0.25,0.0,350.75,66.25,-284.5,Q3
850,4,0.7962499707937241,0.8801546841859818,10.0,0.15773244202136993,0.31546488404273987,-0.15773244202136993,0.25,0.5,-0.25,115.25,37.75,-77.5,Q3
851,4,0.6699999868869781,0.8838452249765396,10.0,0.07525750249624252,0.40773244202136993,-0.3324749395251274,0.25,0.5,-0.25,258.5,90.75,-167.75,Q2
852,4,0.6949999928474426,0.8727434277534485,10.0,0.0,0.0,0.0,0.0,0.0,0.0,919.75,1545.25,625.5,Q2
853,4,0.7924999818205833,0.8915956318378448,10.0,0.09671320766210556,0.22171320766210556,-0.125,0.25,0.5,-0.25,48.5,77.5,29.0,Q3
854,4,0.8024999871850014,0.8920220881700516,10.0,0.0,0.0,0.0,0.0,0.0,0.0,367.25,316.0,-51.25,Q3
855,4,0.7049999907612801,0.8713742792606354,10.0,0.0,0.28273244202136993,-0.28273244202136993,0.0,0.5,-0.5,757.25,433.0,-324.25,Q2
856,4,0.7962499633431435,0.8762568086385727,10.0,0.0,0.0,0.0,0.0,0.0,0.0,668.25,390.0,-278.25,Q3
857,4,0.7649999856948853,0.8907074481248856,10.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,101.0,-145.0,Q2
858,4,0.6999999731779099,0.8707238733768463,10.0,0.07886622101068497,0.125,-0.04613377898931503,0.25,0.25,0.0,1113.5,676.75,-436.75,Q2
859,4,0.38624999299645424,0.8756164014339447,10.0,0.0,0.28577274084091187,-0.28577274084091187,0.0,0.75,-0.75,323.75,35.25,-288.5,Q1
860,4,0.6249999925494194,0.8686047792434692,10.0,0.0,0.15773244202136993,-0.15773244202136993,0.0,0.25,-0.25,182.5,218.0,35.5,Q1
861,4,0.589999983087182,0.8708254545927048,10.0,0.09671320766210556,0.23298994451761246,-0.1362767368555069,0.25,0.5,-0.25,147.25,33.75,-113.5,Q1
862,4,0.887499988079071,0.8841311186552048,10.0,0.09671320766210556,0.0,0.09671320766210556,0.25,0.0,0.25,327.5,718.25,390.75,Q4
863,4,0.7274999842047691,0.8931252956390381,10.0,0.0,0.16219955682754517,-0.16219955682754517,0.0,0.5,-0.5,272.0,44.25,-227.75,Q2
864,4,0.6424999758601189,0.8754740059375763,10.0,0.0,0.0,0.0,0.0,0.0,0.0,442.75,764.0,321.25,Q1
865,4,0.5474999845027924,0.8758672475814819,10.0,0.07525750249624252,0.31546488404273987,-0.24020738154649734,0.25,0.5,-0.25,400.75,635.5,234.75,Q1
866,4,0.9324999898672104,0.8799597471952438,10.0,0.0,0.15773244202136993,-0.15773244202136993,0.0,0.25,-0.25,533.5,1737.5,1204.0,Q4
867,4,0.7599999979138374,0.8830162733793259,10.0,0.0,0.125,-0.125,0.0,0.25,-0.25,332.25,365.5,33.25,Q2
868,4,0.5974999777972698,0.8901985585689545,10.0,0.0,0.0,0.0,0.0,0.0,0.0,255.75,607.75,352.0,Q1
869,4,0.5974999889731407,0.8690580725669861,10.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0,571.0,-102.0,Q1
870,4,0.8287499845027924,0.9007385671138763,10.0,0.0,0.18004654347896576,-0.18004654347896576,0.0,0.5,-0.5,95.5,49.75,-45.75,Q3
871,4,0.9637499749660492,0.8957648426294327,10.0,0.125,0.20386622101068497,-0.07886622101068497,0.25,0.5,-0.25,20.75,20.0,-0.75,Q4
872,4,0.7437499910593033,0.8891708999872208,10.0,0.0,0.07525750249624252,-0.07525750249624252,0.0,0.25,-0.25,364.5,88.75,-275.75,Q2
873,4,0.8274999856948853,0.8817800283432007,10.0,0.17993535101413727,0.0833333358168602,0.09660201519727707,0.5,0.25,0.25,28.25,24.25,-4.0,Q3
874,4,0.7237499877810478,0.8788378685712814,10.0,0.15773244202136993,0.25,-0.09226755797863007,0.25,0.25,0.0,45.75,183.25,137.5,Q2
875,4,0.677499994635582,0.8844434916973114,10.0,0.0,0.0,0.0,0.0,0.0,0.0,299.25,589.25,290.0,Q2
876,4,0.8049999922513962,0.8917967826128006,10.0,0.0,0.15773244202136993,-0.15773244202136993,0.0,0.25,-0.25,738.75,472.0,-266.75,Q3
877,4,0.8599999696016312,0.9034835994243622,10.0,0.15773244202136993,0.17238513380289078,-0.014652691781520844,0.25,0.5,-0.25,299.0,214.75,-84.25,Q3
878,4,0.6174999959766865,0.882439523935318,10.0,0.0,0.07525750249624252,-0.07525750249624252,0.0,0.25,-0.25,482.25,633.5,151.25,Q1
879,4,0.5899999849498272,0.8781354427337646,10.0,0.0,0.0,0.0,0.0,0.0,0.0,432.5,467.0,34.5,Q1
880,4,0.773749977350235,0.8817269951105118,10.0,0.0,0.2374570593237877,-0.2374570593237877,0.0,0.75,-0.75,340.25,11.0,-329.25,Q2
881,4,0.9149999916553497,0.87763611972332,10.0,0.0,0.15773244202136993,-0.15773244202136993,0.0,0.25,-0.25,165.75,495.5,329.75,Q4
882,4,0.6674999892711639,0.8919560313224792,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.25,583.5,-647.75,Q2
883,4,0.7199999839067459,0.8757959008216858,10.0,0.0,0.125,-0.125,0.0,0.25,-0.25,163.0,37.25,-125.75,Q2
884,4,0.819999985396862,0.8856796622276306,10.0,0.26909834146499634,0.3160024806857109,-0.04690413922071457,0.75,0.75,0.0,111.0,26.5,-84.5,Q3
885,4,0.5674999728798866,0.8787421137094498,10.0,0.0,0.2365986630320549,-0.2365986630320549,0.0,0.5,-0.5,493.75,75.5,-418.25,Q1
886,4,0.6612499803304672,0.88163723051548,10.0,0.0,0.08905179798603058,-0.08905179798603058,0.0,0.25,-0.25,191.75,296.5,104.75,Q2
887,4,0.7924999743700027,0.8616972118616104,10.0,0.0,0.0,0.0,0.0,0.0,0.0,322.25,85.25,-237.0,Q3
888,4,0.9374999701976776,0.8846271485090256,10.0,0.07525750249624252,0.0,0.07525750249624252,0.25,0.0,0.25,205.5,98.75,-106.75,Q4
889,4,0.5587499849498272,0.8814018666744232,10.0,0.0,0.15773244202136993,-0.15773244202136993,0.0,0.25,-0.25,1280.25,399.75,-880.5,Q1
890,4,0.4725000001490116,0.875767856836319,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.5,412.75,-701.75,Q1
891,4,0.6762499883770943,0.8916531801223755,10.0,0.24423691630363464,0.2544456496834755,-0.01020873337984085,0.75,0.5,0.25,86.25,227.0,140.75,Q2
892,4,0.8937499821186066,0.9081131517887115,10.0,0.0,0.20438235253095627,-0.20438235253095627,0.0,0.5,-0.5,107.0,231.75,124.75,Q4
893,4,0.8799999803304672,0.872519925236702,10.0,0.0,0.0,0.0,0.0,0.0,0.0,547.0,1124.5,577.5,Q4
894,4,0.7799999713897705,0.8852372616529465,10.0,0.0,0.0,0.0,0.0,0.0,0.0,613.75,481.0,-132.75,Q3
895,4,0.4599999971687794,0.8707950860261917,10.0,0.0,0.0,0.0,0.0,0.0,0.0,787.5,254.5,-533.0,Q1
896,4,0.8037499785423279,0.8864762932062149,10.0,0.125,0.2467842400074005,-0.12178424000740051,0.25,0.5,-0.25,156.75,230.25,73.5,Q3
897,4,0.9449999779462814,0.8927126228809357,10.0,0.0,0.10766914486885071,-0.10766914486885071,0.0,0.25,-0.25,294.75,587.5,292.75,Q4
898,4,0.9174999594688416,0.9065573364496231,10.0,0.07525750249624252,0.08905179798603058,-0.013794295489788055,0.25,0.25,0.0,42.5,22.0,-20.5,Q4
