user_index,candidate_row_index,sampled_order,utility_popularity,coherence,history_length,v1_rank,v1_hit10,v1_ndcg10,core_rank,core_hit10,core_ndcg10,delta_ndcg10,delta_hit10,delta_rank,dataset
83,27,0,0.8299999833106995,0.8778277635574341,10,225,0.0,0.0,107,0.0,0.0,0.0,0.0,-118,ML1M
83,104,1,0.41999998688697815,0.888079822063446,10,242,0.0,0.0,46,0.0,0.0,0.0,0.0,-196,ML1M
83,183,2,0.29999998211860657,0.8804567456245422,10,565,0.0,0.0,708,0.0,0.0,0.0,0.0,143,ML1M
83,192,3,0.9899999499320984,0.8700224161148071,10,468,0.0,0.0,773,0.0,0.0,0.0,0.0,305,ML1M
84,103,0,0.8299999833106995,0.8924809694290161,10,277,0.0,0.0,123,0.0,0.0,0.0,0.0,-154,ML1M
84,130,1,0.6100000143051147,0.8804707527160645,10,85,0.0,0.0,63,0.0,0.0,0.0,0.0,-22,ML1M
84,268,2,0.9099999666213989,0.8937596082687378,10,478,0.0,0.0,141,0.0,0.0,0.0,0.0,-337,ML1M
84,334,3,0.85999995470047,0.8988326191902161,10,1587,0.0,0.0,1302,0.0,0.0,0.0,0.0,-285,ML1M
85,75,0,0.9799999594688416,0.8966652154922485,10,97,0.0,0.0,189,0.0,0.0,0.0,0.0,92,ML1M
85,443,1,0.9899999499320984,0.8964851498603821,10,61,0.0,0.0,13,0.0,0.0,0.0,0.0,-48,ML1M
85,593,2,0.7599999904632568,0.8849000930786133,10,761,0.0,0.0,629,0.0,0.0,0.0,0.0,-132,ML1M
85,949,3,0.9799999594688416,0.8897174596786499,10,15,0.0,0.0,159,0.0,0.0,0.0,0.0,144,ML1M
86,43,0,0.9899999499320984,0.9033756256103516,10,160,0.0,0.0,564,0.0,0.0,0.0,0.0,404,ML1M
86,50,1,0.29999998211860657,0.9044524431228638,10,1162,0.0,0.0,55,0.0,0.0,0.0,0.0,-1107,ML1M
86,74,2,0.9699999690055847,0.9086027145385742,10,31,0.0,0.0,9,1.0,0.3010300099849701,-0.3010300099849701,-1.0,-22,ML1M
86,77,3,0.3499999940395355,0.8987444043159485,10,916,0.0,0.0,474,0.0,0.0,0.0,0.0,-442,ML1M
